num,psu,n,new_ID,name,district,governorate,label
521,24137,1,cluster_location_id_521,Maitham Al Tammar,Kerbela,Kerbala,521_Maitham Al Tammar
522,27265,1,cluster_location_id_522,Shuihadaa Al Amam Ali,Kerbela,Kerbala,522_Shuihadaa Al Amam Ali
523,15614,1,cluster_location_id_523,8 Shabahit,Al-Hawiga,Kirkuk,523_8 Shabahit
524,15594,1,cluster_location_id_524,Al Askary,Al-Hawiga,Kirkuk,524_Al Askary
525,22289,1,cluster_location_id_525,Al Faylaq-Mahala 5,Kirkuk,Kirkuk,525_Al Faylaq-Mahala 5
526,25708,1,cluster_location_id_526,Al Hendia,Kirkuk,Kirkuk,526_Al Hendia
527,14984,1,cluster_location_id_527,Al Taakhi,Kirkuk,Kirkuk,527_Al Taakhi
528,24084,1,cluster_location_id_528,Al Tadamon(Hawkari),Kirkuk,Kirkuk,528_Al Tadamon(Hawkari)
529,24453,1,cluster_location_id_529,Al Takhi Village,Kirkuk,Kirkuk,529_Al Takhi Village
530,15006,1,cluster_location_id_530,Al-Abasiyah Village,Al-Hawiga,Kirkuk,530_Al-Abasiyah Village
531,15275,1,cluster_location_id_531,Al-Abassy center,Al-Hawiga,Kirkuk,531_Al-Abassy center
532,14864,1,cluster_location_id_532,Albu Mahammad,Daquq,Kirkuk,532_Albu Mahammad
533,14567,1,cluster_location_id_533,Al-Dookmat Al-Kabira village,Daquq,Kirkuk,533_Al-Dookmat Al-Kabira village
534,33576,1,cluster_location_id_534,Al-Farouk Village,Al-Hawiga,Kirkuk,534_Al-Farouk Village
535,15242,1,cluster_location_id_535,Al-Jubooria Village,Al-Hawiga,Kirkuk,535_Al-Jubooria Village
536,15368,1,cluster_location_id_536,Al-Mansuriyah ( Al-Abazz) village,Al-Hawiga,Kirkuk,536_Al-Mansuriyah ( Al-Abazz) village
537,15250,1,cluster_location_id_537,Al-Namalah village,Al-Hawiga,Kirkuk,537_Al-Namalah village
538,31726,1,cluster_location_id_538,Al-Qadisssiya(Rabareen) first,Kirkuk,Kirkuk,538_Al-Qadisssiya(Rabareen) first
539,31727,1,cluster_location_id_539,Al-Qadisssiya(Rabareen) seconad,Kirkuk,Kirkuk,539_Al-Qadisssiya(Rabareen) seconad
540,33112,1,cluster_location_id_540,Al-Rashad center,Daquq,Kirkuk,540_Al-Rashad center
541,33291,1,cluster_location_id_541,Al-Salhaiyah village,Al-Hawiga,Kirkuk,541_Al-Salhaiyah village
542,15648,1,cluster_location_id_542,Al-Sayada Complex,Kirkuk,Kirkuk,542_Al-Sayada Complex
543,14375,1,cluster_location_id_543,Altun Kupri Center,Dibis,Kirkuk,543_Altun Kupri Center
544,15191,1,cluster_location_id_544,Al-zab,Al-Hawiga,Kirkuk,544_Al-zab
545,29631,1,cluster_location_id_545,Arab Koy village,Daquq,Kirkuk,545_Arab Koy village
546,15449,1,cluster_location_id_546,Bajwan,Dibis,Kirkuk,546_Bajwan
547,15264,1,cluster_location_id_547,Bakara Village,Al-Hawiga,Kirkuk,547_Bakara Village
548,25556,1,cluster_location_id_548,Darwaza,Kirkuk,Kirkuk,548_Darwaza
549,14786,1,cluster_location_id_549,Fareeq Awa,Daquq,Kirkuk,549_Fareeq Awa
550,22296,1,cluster_location_id_550,Hay Al Jamia-Mahalla 622,Kirkuk,Kirkuk,550_Hay Al Jamia-Mahalla 622
551,24632,1,cluster_location_id_551,Hay Al Muaasker,Dibis,Kirkuk,551_Hay Al Muaasker
552,21016,1,cluster_location_id_552,Hay Al Nassir,Kirkuk,Kirkuk,552_Hay Al Nassir
553,24631,1,cluster_location_id_553,Hay Al Tanak,Dibis,Kirkuk,553_Hay Al Tanak
554,31728,1,cluster_location_id_554,Hay Al-Askary 1,Kirkuk,Kirkuk,554_Hay Al-Askary 1
555,31729,1,cluster_location_id_555,Hay Al-Askary 2,Kirkuk,Kirkuk,555_Hay Al-Askary 2
556,33476,1,cluster_location_id_556,Hay Al-Salam ( Daquq ),Daquq,Kirkuk,556_Hay Al-Salam ( Daquq )
557,15674,1,cluster_location_id_557,Hay Al-Shuhadaa,Dibis,Kirkuk,557_Hay Al-Shuhadaa
558,15550,1,cluster_location_id_558,Hay Al-Urooba,Kirkuk,Kirkuk,558_Hay Al-Urooba
559,21453,1,cluster_location_id_559,Hay Ashti,Daquq,Kirkuk,559_Hay Ashti
560,21702,1,cluster_location_id_560,Hay Azadi,Kirkuk,Kirkuk,560_Hay Azadi
561,33384,1,cluster_location_id_561,Hay Diyarbakir,Dibis,Kirkuk,561_Hay Diyarbakir
562,31725,1,cluster_location_id_562,Hay Gulan,Daquq,Kirkuk,562_Hay Gulan
563,15110,1,cluster_location_id_563,Hay Klisa 1,Daquq,Kirkuk,563_Hay Klisa 1
564,33383,1,cluster_location_id_564,Hay Kurdistan,Dibis,Kirkuk,564_Hay Kurdistan
565,21483,1,cluster_location_id_565,Hay Nawroz ( Daquq),Daquq,Kirkuk,565_Hay Nawroz ( Daquq)
566,33477,1,cluster_location_id_566,Hay Runaki / Daquq,Daquq,Kirkuk,566_Hay Runaki / Daquq
567,25869,1,cluster_location_id_567,Hay Shoraw-1,Daquq,Kirkuk,567_Hay Shoraw-1
568,15416,1,cluster_location_id_568,Hilwa middle,Al-Hawiga,Kirkuk,568_Hilwa middle
569,15139,1,cluster_location_id_569,Khaled bin Waleed village,Daquq,Kirkuk,569_Khaled bin Waleed village
570,25739,1,cluster_location_id_570,Laylan-Bash Bulaq village,Daquq,Kirkuk,570_Laylan-Bash Bulaq village
571,14530,1,cluster_location_id_571,Panja Ali,Kirkuk,Kirkuk,571_Panja Ali
572,14407,1,cluster_location_id_572,Qashqaiyah village,Dibis,Kirkuk,572_Qashqaiyah village
573,15463,1,cluster_location_id_573,Qutan village,Dibis,Kirkuk,573_Qutan village
574,14763,1,cluster_location_id_574,Rahim Awa,Kirkuk,Kirkuk,574_Rahim Awa
575,21814,1,cluster_location_id_575,Saad Bin Waqqas village,Daquq,Kirkuk,575_Saad Bin Waqqas village
576,28410,1,cluster_location_id_576,Sekanyan,Kirkuk,Kirkuk,576_Sekanyan
577,24362,1,cluster_location_id_577,Shamitt Village,Al-Hawiga,Kirkuk,577_Shamitt Village
578,15442,1,cluster_location_id_578,Shorawo,Kirkuk,Kirkuk,578_Shorawo
579,33287,1,cluster_location_id_579,Tall AL-Dhahab ( As-Sufla ) village,Al-Hawiga,Kirkuk,579_Tall AL-Dhahab ( As-Sufla ) village
580,14960,1,cluster_location_id_580,Taza-Omer Bin Khattab,Daquq,Kirkuk,580_Taza-Omer Bin Khattab
581,14788,1,cluster_location_id_581,Wahda village,Daquq,Kirkuk,581_Wahda village
582,23900,1,cluster_location_id_582,Yaychi-Qaryat Turklan,Kirkuk,Kirkuk,582_Yaychi-Qaryat Turklan
583,24532,1,cluster_location_id_583,Al Hay Al JameI,Al-Kahla,Maysan,583_Al Hay Al JameI
584,22208,1,cluster_location_id_584,Al Salam,Al-Kahla,Maysan,584_Al Salam
585,24808,1,cluster_location_id_585,Eye of Missan,Al-Kahla,Maysan,585_Eye of Missan
586,16835,1,cluster_location_id_586,Hay 15 Sahaban,Al-Kahla,Maysan,586_Hay 15 Sahaban
587,20844,1,cluster_location_id_587,Hay Al Karar,Al-Kahla,Maysan,587_Hay Al Karar
588,15991,1,cluster_location_id_588,Hay Al Rasool,Al-Kahla,Maysan,588_Hay Al Rasool
589,23622,1,cluster_location_id_589,Hay Al-Ameer,Al-Kahla,Maysan,589_Hay Al-Ameer
590,18262,1,cluster_location_id_590,abu khushub,Telafar,Ninewa,590_abu khushub
591,33861,1,cluster_location_id_591,Abu sanam janubi iVillage,Al-Hatra,Ninewa,591_Abu sanam janubi iVillage
592,33859,1,cluster_location_id_592,Abu sanam wasataa Village,Al-Hatra,Ninewa,592_Abu sanam wasataa Village
593,17734,1,cluster_location_id_593,Akre,Aqra,Ninewa,593_Akre
594,34013,1,cluster_location_id_594,Al Askari,Al-Baaj,Ninewa,594_Al Askari
595,24549,1,cluster_location_id_595,Al Harmaat,Al-Mosul,Ninewa,595_Al Harmaat
596,34009,1,cluster_location_id_596,Al Intisar,Al-Baaj,Ninewa,596_Al Intisar
597,22446,1,cluster_location_id_597,Al Mafri,Telafar,Ninewa,597_Al Mafri
598,24600,1,cluster_location_id_598,Al Qawsiyat,Tilkaef,Ninewa,598_Al Qawsiyat
599,24682,1,cluster_location_id_599,Al Quba,Tilkaef,Ninewa,599_Al Quba
600,18377,1,cluster_location_id_600,Al rasheediya,Tilkaef,Ninewa,600_Al rasheediya
601,33289,1,cluster_location_id_601,Al Sikak,Al-Mosul,Ninewa,601_Al Sikak
602,25066,1,cluster_location_id_602,Al Tanak,Al-Mosul,Ninewa,602_Al Tanak
603,33114,1,cluster_location_id_603,Al-Amilah Village,Al-Hatra,Ninewa,603_Al-Amilah Village
604,31775,1,cluster_location_id_604,Al-Areej Village,Al-Mosul,Ninewa,604_Al-Areej Village
605,34082,1,cluster_location_id_605,Al-ayaine,Al-Baaj,Ninewa,605_Al-ayaine
606,28453,1,cluster_location_id_606,Albawtha vilage,Telafar,Ninewa,606_Albawtha vilage
607,34010,1,cluster_location_id_607,Al-Dubaat,Al-Baaj,Ninewa,607_Al-Dubaat
608,18339,1,cluster_location_id_608,Al-Karamah,Al-Mosul,Ninewa,608_Al-Karamah
609,34090,1,cluster_location_id_609,Al-khader,Al-Baaj,Ninewa,609_Al-khader
610,18369,1,cluster_location_id_610,Al-Khadraa,Al-Mosul,Ninewa,610_Al-Khadraa
611,18346,1,cluster_location_id_611,Al-Maamon,Al-Mosul,Ninewa,611_Al-Maamon
612,20782,1,cluster_location_id_612,Al-Muharibeen,Al-Mosul,Ninewa,612_Al-Muharibeen
613,33265,1,cluster_location_id_613,Al-Nafit,Al-Mosul,Ninewa,613_Al-Nafit
614,34012,1,cluster_location_id_614,Alqadisya,Al-Baaj,Ninewa,614_Alqadisya
615,17134,1,cluster_location_id_615,Alqosh,Tilkaef,Ninewa,615_Alqosh
616,23875,1,cluster_location_id_616,Al-Quds,Al-Mosul,Ninewa,616_Al-Quds
617,33431,1,cluster_location_id_617,Al-Rashediyah,Al-Baaj,Ninewa,617_Al-Rashediyah
618,34008,1,cluster_location_id_618,Al-Risalah,Al-Baaj,Ninewa,618_Al-Risalah
619,34069,1,cluster_location_id_619,Al-sahlan,Al-Baaj,Ninewa,619_Al-sahlan
620,17903,1,cluster_location_id_620,Al-Salamiyah Village,Al-Hamdaniya,Ninewa,620_Al-Salamiyah Village
621,33404,1,cluster_location_id_621,AL-sheek Maaroof village,Tilkaef,Ninewa,621_AL-sheek Maaroof village
622,33252,1,cluster_location_id_622,Al-Sinaa Al-Qadema,Al-Mosul,Ninewa,622_Al-Sinaa Al-Qadema
623,18357,1,cluster_location_id_623,Al-sukar,Al-Mosul,Ninewa,623_Al-sukar
624,34011,1,cluster_location_id_624,Al-Thawra,Al-Baaj,Ninewa,624_Al-Thawra
625,18372,1,cluster_location_id_625,Al-Wahda,Al-Mosul,Ninewa,625_Al-Wahda
626,18349,1,cluster_location_id_626,Al-Yarmuk,Al-Baaj,Ninewa,626_Al-Yarmuk
627,18367,1,cluster_location_id_627,Al-Yarmuk,Al-Mosul,Ninewa,627_Al-Yarmuk
628,33445,1,cluster_location_id_628,Ammar Bet Village,Tilkaef,Ninewa,628_Ammar Bet Village
629,33393,1,cluster_location_id_629,Ashwa village,Al-Hatra,Ninewa,629_Ashwa village
630,17338,1,cluster_location_id_630,Atrush,Al-Shikhan,Ninewa,630_Atrush
631,17752,1,cluster_location_id_631,Baadre,Al-Shikhan,Ninewa,631_Baadre
632,21603,1,cluster_location_id_632,Baawiza,Tilkaef,Ninewa,632_Baawiza
633,31912,1,cluster_location_id_633,Bahzani,Al-Mosul,Ninewa,633_Bahzani
634,27366,1,cluster_location_id_634,Balif,Sinjar,Ninewa,634_Balif
635,8783,1,cluster_location_id_635,Bardarash,Aqra,Ninewa,635_Bardarash
636,17131,1,cluster_location_id_636,Bartalla center,Al-Hamdaniya,Ninewa,636_Bartalla center
637,17051,1,cluster_location_id_637,Big Rikaba Village,Al-Shikhan,Ninewa,637_Big Rikaba Village
638,25816,1,cluster_location_id_638,Bishryan,Al-Hamdaniya,Ninewa,638_Bishryan
639,17386,1,cluster_location_id_639,Blawat Village,Al-Hamdaniya,Ninewa,639_Blawat Village
640,27285,1,cluster_location_id_640,Borek,Sinjar,Ninewa,640_Borek
641,21008,1,cluster_location_id_641,Chira,Al-Shikhan,Ninewa,641_Chira
642,8776,1,cluster_location_id_642,Daratu,Aqra,Ninewa,642_Daratu
643,17788,1,cluster_location_id_643,Der Umtutha,Tilkaef,Ninewa,643_Der Umtutha
644,17949,1,cluster_location_id_644,Derston,Tilkaef,Ninewa,644_Derston
645,16953,1,cluster_location_id_645,Dinarta,Aqra,Ninewa,645_Dinarta
646,27283,1,cluster_location_id_646,Dokri,Sinjar,Ninewa,646_Dokri
647,25809,1,cluster_location_id_647,Domez complex,Telafar,Ninewa,647_Domez complex
648,33991,1,cluster_location_id_648,Easilah algharbia,Al-Hatra,Ninewa,648_Easilah algharbia
649,17625,1,cluster_location_id_649,Eayan Alturs,Telafar,Ninewa,649_Eayan Alturs
650,25945,1,cluster_location_id_650,Esiyan Village,Al-Shikhan,Ninewa,650_Esiyan Village
651,33774,1,cluster_location_id_651,Estielah Village,Al-Hatra,Ninewa,651_Estielah Village
652,28450,1,cluster_location_id_652,Ewaynat vilage,Telafar,Ninewa,652_Ewaynat vilage
653,18016,1,cluster_location_id_653,Golat,Sinjar,Ninewa,653_Golat
654,17802,1,cluster_location_id_654,Grdasin,Aqra,Ninewa,654_Grdasin
655,18048,1,cluster_location_id_655,Guhbal and shorka,Sinjar,Ninewa,655_Guhbal and shorka
656,17128,1,cluster_location_id_656,Hamam Alaleel Center,Al-Mosul,Ninewa,656_Hamam Alaleel Center
657,17600,1,cluster_location_id_657,Hasan-Galad,Tilkaef,Ninewa,657_Hasan-Galad
658,34014,1,cluster_location_id_658,Hateen,Al-Baaj,Ninewa,658_Hateen
659,18308,1,cluster_location_id_659,Hay Al Askari,Telafar,Ninewa,659_Hay Al Askari
660,18314,1,cluster_location_id_660,Hay Al Intisar,Al-Mosul,Ninewa,660_Hay Al Intisar
661,18313,1,cluster_location_id_661,Hay Al Islah Al Zirai,Al-Mosul,Ninewa,661_Hay Al Islah Al Zirai
662,24701,1,cluster_location_id_662,Hay Al laban,Telafar,Ninewa,662_Hay Al laban
663,34038,1,cluster_location_id_663,Hay Al Mamoon,Sinjar,Ninewa,663_Hay Al Mamoon
664,22490,1,cluster_location_id_664,Hay Al Naser,Sinjar,Ninewa,664_Hay Al Naser
665,34048,1,cluster_location_id_665,Hay Al Noor Al Thania,Telafar,Ninewa,665_Hay Al Noor Al Thania
666,23933,1,cluster_location_id_666,Hay Al Samah,Al-Mosul,Ninewa,666_Hay Al Samah
667,34036,1,cluster_location_id_667,Hay Al Shafaa,Sinjar,Ninewa,667_Hay Al Shafaa
668,25687,1,cluster_location_id_668,Hay Al Sikak,Telafar,Ninewa,668_Hay Al Sikak
669,18370,1,cluster_location_id_669,Hay Al Tammem,Al-Mosul,Ninewa,669_Hay Al Tammem
670,18302,1,cluster_location_id_670,Hay Al wahda,Telafar,Ninewa,670_Hay Al wahda
671,33420,1,cluster_location_id_671,Hay Al Zahraa,Telafar,Ninewa,671_Hay Al Zahraa
672,25808,1,cluster_location_id_672,Hay Alasreya,Telafar,Ninewa,672_Hay Alasreya
673,23274,1,cluster_location_id_673,Hay Alqadseya,Sinjar,Ninewa,673_Hay Alqadseya
674,23273,1,cluster_location_id_674,Hay Alshuhada,Sinjar,Ninewa,674_Hay Alshuhada
675,25807,1,cluster_location_id_675,Hay althahabe,Telafar,Ninewa,675_Hay althahabe
676,32090,1,cluster_location_id_676,Hay Alzeraee,Sinjar,Ninewa,676_Hay Alzeraee
677,21332,1,cluster_location_id_677,HAY-FALISTINE,Al-Mosul,Ninewa,677_HAY-FALISTINE
678,21336,1,cluster_location_id_678,HAY-SUMMER,Al-Mosul,Ninewa,678_HAY-SUMMER
679,33998,1,cluster_location_id_679,Hazeel Al-Kabeer Village,Sinjar,Ninewa,679_Hazeel Al-Kabeer Village
680,33212,1,cluster_location_id_680,Humur Eafin,Telafar,Ninewa,680_Humur Eafin
681,24703,1,cluster_location_id_681,Jambour Village,Tilkaef,Ninewa,681_Jambour Village
682,17830,1,cluster_location_id_682,Jarahiya,Tilkaef,Ninewa,682_Jarahiya
683,17399,1,cluster_location_id_683,Jlewkhan village,Al-Hamdaniya,Ninewa,683_Jlewkhan village
684,25278,1,cluster_location_id_684,Kabara,Al-Shikhan,Ninewa,684_Kabara
685,17376,1,cluster_location_id_685,Kabarly Village,Al-Hamdaniya,Ninewa,685_Kabarly Village
686,22923,1,cluster_location_id_686,Kakhirta,Telafar,Ninewa,686_Kakhirta
687,24581,1,cluster_location_id_687,Kalak,Al-Hamdaniya,Ninewa,687_Kalak
688,24637,1,cluster_location_id_688,Kalata Farhan village,Tilkaef,Ninewa,688_Kalata Farhan village
689,33655,1,cluster_location_id_689,Kani Edo,Sinjar,Ninewa,689_Kani Edo
690,17602,1,cluster_location_id_690,Kany-Sheren,Tilkaef,Ninewa,690_Kany-Sheren
691,12821,1,cluster_location_id_691,Khabat,Al-Hamdaniya,Ninewa,691_Khabat
692,17845,1,cluster_location_id_692,Khana sor,Sinjar,Ninewa,692_Khana sor
693,27304,1,cluster_location_id_693,Kharabat Ashiq,Telafar,Ninewa,693_Kharabat Ashiq
694,23699,1,cluster_location_id_694,Khazna Tappa,Al-Hamdaniya,Ninewa,694_Khazna Tappa
695,25695,1,cluster_location_id_695,kirver village,Telafar,Ninewa,695_kirver village
696,22433,1,cluster_location_id_696,Knehash 2 Village,Al-Hamdaniya,Ninewa,696_Knehash 2 Village
697,27358,1,cluster_location_id_697,Kolka,Sinjar,Ninewa,697_Kolka
698,17535,1,cluster_location_id_698,Mahad,Al-Shikhan,Ninewa,698_Mahad
699,33854,1,cluster_location_id_699,Maisaloun,Al-Baaj,Ninewa,699_Maisaloun
700,33728,1,cluster_location_id_700,Majmae khams talul,Al-Hatra,Ninewa,700_Majmae khams talul
701,17126,1,cluster_location_id_701,Markaz AL-Hatra,Al-Hatra,Ninewa,701_Markaz AL-Hatra
702,18009,1,cluster_location_id_702,Mjareen Village,Al-Mosul,Ninewa,702_Mjareen Village
703,17373,1,cluster_location_id_703,Mnara Shabak Village,Al-Hamdaniya,Ninewa,703_Mnara Shabak Village
704,33193,1,cluster_location_id_704,Mreka Village,Al-Hatra,Ninewa,704_Mreka Village
705,33257,1,cluster_location_id_705,Msherfa 2,Al-Mosul,Ninewa,705_Msherfa 2
706,22214,1,cluster_location_id_706,Muafaqiyah village,Al-Hamdaniya,Ninewa,706_Muafaqiyah village
707,34027,1,cluster_location_id_707,mushirfa Al kuffa,Al-Baaj,Ninewa,707_mushirfa Al kuffa
708,21605,1,cluster_location_id_708,Musqalat Al-Shamalih,Tilkaef,Ninewa,708_Musqalat Al-Shamalih
709,17875,1,cluster_location_id_709,Nargizlia Village,Al-Shikhan,Ninewa,709_Nargizlia Village
710,21580,1,cluster_location_id_710,Orta akrab Village,Al-Mosul,Ninewa,710_Orta akrab Village
711,25944,1,cluster_location_id_711,Qasabat Zummar,Telafar,Ninewa,711_Qasabat Zummar
712,17617,1,cluster_location_id_712,Qasr Sarij,Telafar,Ninewa,712_Qasr Sarij
713,18199,1,cluster_location_id_713,Qasrok,Al-Shikhan,Ninewa,713_Qasrok
714,33164,1,cluster_location_id_714,Rmothaniat Al-rdin Village,Al-Hatra,Ninewa,714_Rmothaniat Al-rdin Village
715,24580,1,cluster_location_id_715,Roviya,Aqra,Ninewa,715_Roviya
716,21601,1,cluster_location_id_716,Sada Area,Tilkaef,Ninewa,716_Sada Area
717,23648,1,cluster_location_id_717,Sahilah Village,Telafar,Ninewa,717_Sahilah Village
718,27362,1,cluster_location_id_718,Sardashty,Sinjar,Ninewa,718_Sardashty
719,23415,1,cluster_location_id_719,Semehla,Tilkaef,Ninewa,719_Semehla
720,21939,1,cluster_location_id_720,Shaquli village,Al-Hamdaniya,Ninewa,720_Shaquli village
721,27399,1,cluster_location_id_721,Sharaf Alddin,Sinjar,Ninewa,721_Sharaf Alddin
722,22365,1,cluster_location_id_722,Shaykhaka,Tilkaef,Ninewa,722_Shaykhaka
723,33856,1,cluster_location_id_723,Sheekht Al-Majfal Village,Al-Baaj,Ninewa,723_Sheekht Al-Majfal Village
724,17045,1,cluster_location_id_724,Sheikh Milwan Village,Al-Shikhan,Ninewa,724_Sheikh Milwan Village
725,17333,1,cluster_location_id_725,Shekhan,Al-Shikhan,Ninewa,725_Shekhan
726,22216,1,cluster_location_id_726,Shiek Ameer Village,Al-Hamdaniya,Ninewa,726_Shiek Ameer Village
727,33541,1,cluster_location_id_727,Shwedeg Sagheer,Al-Shikhan,Ninewa,727_Shwedeg Sagheer
728,33873,1,cluster_location_id_728,Sibaya harrush,Sinjar,Ninewa,728_Sibaya harrush
729,17928,1,cluster_location_id_729,Sinuni center,Sinjar,Ninewa,729_Sinuni center
730,17049,1,cluster_location_id_730,Small Rikaba Village,Al-Shikhan,Ninewa,730_Small Rikaba Village
731,17930,1,cluster_location_id_731,Tahrawa Village,Al-Hamdaniya,Ninewa,731_Tahrawa Village
732,27271,1,cluster_location_id_732,Tal abta,Al-Hatra,Ninewa,732_Tal abta
733,17814,1,cluster_location_id_733,Tal alhuaa,Telafar,Ninewa,733_Tal alhuaa
734,29613,1,cluster_location_id_734,Tal Al-Laban,Al-Hamdaniya,Ninewa,734_Tal Al-Laban
735,21258,1,cluster_location_id_735,Tal Al-Rumman,Al-Mosul,Ninewa,735_Tal Al-Rumman
736,28439,1,cluster_location_id_736,Tal Talab vilage,Telafar,Ninewa,736_Tal Talab vilage
737,17959,1,cluster_location_id_737,Tallsquf,Tilkaef,Ninewa,737_Tallsquf
738,18267,1,cluster_location_id_738,Taq Harb,Al-Shikhan,Ninewa,738_Taq Harb
739,21648,1,cluster_location_id_739,Taq Mekail,Al-Shikhan,Ninewa,739_Taq Mekail
740,33174,1,cluster_location_id_740,Tel Al-raes Al-thania Village,Tilkaef,Ninewa,740_Tel Al-raes Al-thania Village
741,27356,1,cluster_location_id_741,Tel shor,Telafar,Ninewa,741_Tel shor
742,33915,1,cluster_location_id_742,Thry algarah,Al-Baaj,Ninewa,742_Thry algarah
743,18368,1,cluster_location_id_743,Wadi Hajar,Al-Mosul,Ninewa,743_Wadi Hajar
744,17133,1,cluster_location_id_744,wanna center,Tilkaef,Ninewa,744_wanna center
745,27361,1,cluster_location_id_745,Wary Bahdo,Sinjar,Ninewa,745_Wary Bahdo
746,33115,1,cluster_location_id_746,Zaaziaa Village,Al-Hatra,Ninewa,746_Zaaziaa Village
747,33475,1,cluster_location_id_747,Zangal,Al-Hamdaniya,Ninewa,747_Zangal
748,21007,1,cluster_location_id_748,Zanjili,Al-Mosul,Ninewa,748_Zanjili
749,33651,1,cluster_location_id_749,Zaytoniya,Sinjar,Ninewa,749_Zaytoniya
750,27287,1,cluster_location_id_750,Zorava and zirwa,Sinjar,Ninewa,750_Zorava and zirwa
751,23145,1,cluster_location_id_751,Al Ahad Al Jadid village,Tikrit,Salah Al-Din,751_Al Ahad Al Jadid village
752,26081,1,cluster_location_id_752,Al Asriyah village,Al-Daur,Salah Al-Din,752_Al Asriyah village
753,22331,1,cluster_location_id_753,Al Baladiyat-402,Tikrit,Salah Al-Din,753_Al Baladiyat-402
754,25949,1,cluster_location_id_754,Al Bzikhah Village,Tikrit,Salah Al-Din,754_Al Bzikhah Village
755,23388,1,cluster_location_id_755,Al Hamra village,Beygee,Salah Al-Din,755_Al Hamra village
756,23140,1,cluster_location_id_756,Al Hardaniyah,Samarra,Salah Al-Din,756_Al Hardaniyah
757,23876,1,cluster_location_id_757,Al Jibariya Mahala 316,Samarra,Salah Al-Din,757_Al Jibariya Mahala 316
758,21588,1,cluster_location_id_758,Al Jubairiyah Al Thalitha,Samarra,Salah Al-Din,758_Al Jubairiyah Al Thalitha
759,21002,1,cluster_location_id_759,Al Khanuga village,Al-Shirqat,Salah Al-Din,759_Al Khanuga village
760,24212,1,cluster_location_id_760,Al khuzamiya Village,Tikrit,Salah Al-Din,760_Al khuzamiya Village
761,25518,1,cluster_location_id_761,Al Mahalla Al Gharbiah,Samarra,Salah Al-Din,761_Al Mahalla Al Gharbiah
762,26116,1,cluster_location_id_762,Al Mujammaa Al Sakani,Al-Daur,Salah Al-Din,762_Al Mujammaa Al Sakani
763,24304,1,cluster_location_id_763,Al Mushhaq Village,Beygee,Salah Al-Din,763_Al Mushhaq Village
764,24211,1,cluster_location_id_764,Al Namah Al ShamaliyahVillage,Tikrit,Salah Al-Din,764_Al Namah Al ShamaliyahVillage
765,24305,1,cluster_location_id_765,Al Namel Village,Samarra,Salah Al-Din,765_Al Namel Village
766,25916,1,cluster_location_id_766,Al Sejla village,Balad,Salah Al-Din,766_Al Sejla village
767,24912,1,cluster_location_id_767,Al Sindiyah village,Balad,Salah Al-Din,767_Al Sindiyah village
768,21357,1,cluster_location_id_768,Al Zallayah village,Tikrit,Salah Al-Din,768_Al Zallayah village
769,20752,1,cluster_location_id_769,Al_Jazera,Samarra,Salah Al-Din,769_Al_Jazera
770,20695,1,cluster_location_id_770,Al-Abasiya Village,Samarra,Salah Al-Din,770_Al-Abasiya Village
771,28420,1,cluster_location_id_771,Albo Fadaus Village,Balad,Salah Al-Din,771_Albo Fadaus Village
772,20771,1,cluster_location_id_772,Albu Farraj Village,Balad,Salah Al-Din,772_Albu Farraj Village
773,20767,1,cluster_location_id_773,Albu Jewari,Balad,Salah Al-Din,773_Albu Jewari
774,25742,1,cluster_location_id_774,Al-Duloeyah-Hay Al Jubor,Balad,Salah Al-Din,774_Al-Duloeyah-Hay Al Jubor
775,20770,1,cluster_location_id_775,Al-Duloeyah-Hay khazraj,Balad,Salah Al-Din,775_Al-Duloeyah-Hay khazraj
776,20675,1,cluster_location_id_776,Al-Efraz area,Samarra,Salah Al-Din,776_Al-Efraz area
777,20774,1,cluster_location_id_777,AL-Eshaqi center,Balad,Salah Al-Din,777_AL-Eshaqi center
778,20674,1,cluster_location_id_778,Al-Hewaish area,Samarra,Salah Al-Din,778_Al-Hewaish area
779,20673,1,cluster_location_id_779,Al-Jillam area,Samarra,Salah Al-Din,779_Al-Jillam area
780,20746,1,cluster_location_id_780,Al-Khadhra area,Al-Daur,Salah Al-Din,780_Al-Khadhra area
781,21347,1,cluster_location_id_781,Al-Musehly Village,Al-Shirqat,Salah Al-Din,781_Al-Musehly Village
782,33124,1,cluster_location_id_782,Al-Salman village,Beygee,Salah Al-Din,782_Al-Salman village
783,33126,1,cluster_location_id_783,Al-Sheekh Hamad Village,Al-Shirqat,Salah Al-Din,783_Al-Sheekh Hamad Village
784,33790,1,cluster_location_id_784,Al-Shehabbi Village,Balad,Salah Al-Din,784_Al-Shehabbi Village
785,20720,1,cluster_location_id_785,AL-Siniya,Beygee,Salah Al-Din,785_AL-Siniya
786,21349,1,cluster_location_id_786,Al-Swedan Village,Al-Shirqat,Salah Al-Din,786_Al-Swedan Village
787,33715,1,cluster_location_id_787,AL-Zahwer,Samarra,Salah Al-Din,787_AL-Zahwer
788,23435,1,cluster_location_id_788,Al-Zweeyah Village,Beygee,Salah Al-Din,788_Al-Zweeyah Village
789,33437,1,cluster_location_id_789,Aziz Balad,Balad,Salah Al-Din,789_Aziz Balad
790,33608,1,cluster_location_id_790,Banat Al-hassan village,Samarra,Salah Al-Din,790_Banat Al-hassan village
791,20773,1,cluster_location_id_791,Beshakan village,Balad,Salah Al-Din,791_Beshakan village
