list_name,name,label::English,label::Arabic,filter,,,,,,,,,,,,,,,,,,,,,
cluster,33175,33175 (Tiwaan),33175 (تيوان),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,287,287 (Hay Al-Makarim),287 (حي المكارم),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23647,23647 (Al Aubaidi Al Qadima),23647 (العبيدي القديمة ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,277,277 (Hay Al-Maamon),277 (حي المامون),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,272,272 (Hay 12 Rabee Alawal),272 (حي 12ربيع الاول),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33832,33832 (AL-mlahma),33832 (الملاحمه),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,113,113 (Husaibah Al-Sharqiah),113 (حصيبة الشرقية ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23858,23858 (Abu Fless),23858 (ابو فليس),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33826,33826 (AL-Karama complex),33826 (مجمع الكرامه),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,29579,29579 (Al Dhubat 2),29579 (الضباط الثانية ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,133,133 (Al Aadil),133 (العادل),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,29561,29561 (Hay 8 Shbbat),29561 (حي 8 شباط),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,20939,20939 (Al-Hamidhiyah),20939 (الحامضية),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,297,297 (Al-Thilah),297 (الثيلة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,25650,25650 (Al Askari),25650 (العسكري),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,29534,29534 (Al Shuhadaa Qtr),29534 (الشهداء),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,204,204 (Hay 30 Tamooz),204 (حي 30 تموز),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23891,23891 (Al-Ankor),23891 (العنكور),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,21086,21086 (Albu-Ali Aljasim),21086 (البو علي الجاسم ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23023,23023 (Hay Al Malab),23023 (الملعب),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,34016,34016 (Hay Al-Aramel),34016 (حي الارامل),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,29475,29475 (Zankura),29475 (زنكورة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,25441,25441 (Al Soora),25441 (السورة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23889,23889 (7 Killo-al-mojamaa al-sakany),23889 (السبعة كيلو-المجمع السكني),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,308,308 (5 Kilo),308 (الخمسة كيلو),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,115,115 (Al Sofeya),115 (الصوفية),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,182,182 (Qadisiya-1),182 (القادسية الاولى),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,231,231 (Al Wadi),231 (حي الوادي),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,233,233 (Hay Al-Matar),233 (حي المطار),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,165,165 (Al Askaree),165 (حي العسكري),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23935,23935 (Al-Daraemah Village),23935 (قرية الدراعمة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,150,150 (Al Haara),150 (حي الحارة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,167,167 (Antesar),167 (حي الانتصار),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23888,23888 (Gharb Al-Wadi),23888 (حي غرب الوادي),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,166,166 (Hay Al Meethagh),166 (حي الميثاق),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,109,109 (Yarmouk),109 (حي اليرموك),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,253,253 (Hay Al Salam),253 (حي السلام),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23799,23799 (Hay Al ZeraI),23799 (حي الزراعي),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,248,248 (Al bor (Shishan)),248 (حي العبور),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,249,249 (Hay Al Tammem),249 (حي التأميم),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,251,251 (Hay Al Qadissiyah),251 (حي القادسية),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,252,252 (Al Tadamon),252 (حي التضامن),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,262,262 (Hay Al Shoba),262 (حي الشعبة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,264,264 (Al Qaala),264 (حي القلعة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23861,23861 (Al-Hidayah),23861 (حي الهداية),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23859,23859 (Hay Raua Al-Jadida),23859 (حي راوة جديدة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,200,200 (Al Askaree),200 (حي العسكري),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,21477,21477 (Al Zalla),21477 (قرية الزلة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,24117,24117 (Haqlaniyah-Hay Al-Faroq),24117 (حي الفاروق-حقلانية),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23820,23820 (Hay K 28),23820 (مجمع ك 28 (( كي ثري ))),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23822,23822 (Albu Hayat),23822 (قرية البوحياة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23811,23811 (Hay Barwanah Al Gharbiyah),23811 (حي بروانه غربيه),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,24315,24315 (Hay Al Rahman),24315 (حي الرحمن),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23812,23812 (Hay Ibn Bittar),23812 (حي ابن بيطار),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33820,33820 (Hay Al_salam),33820 (حي السلام),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23813,23813 (Hay Al Shuhadaa),23813 (حي الشهداء),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,79,79 (Hay Al-Subhani),79 (حي السبحاني),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23817,23817 (Hay Al Shay),23817 (حي الشاعي),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,24109,24109 (Barwanah-Hay Al-Shurta),24109 (حي الشرطة-بروانه),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,41,41 (Jubbah),41 (جبة ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,34002,34002 (Al-shuhdaa  1),34002 (الشهداء الاولى),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,152,152 (Al Muhamdee),152 (المحمدي ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,100,100 (Abu Tibban),100 (ابوطيبان),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33954,33954 (jabil),33954 (جبيل),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,21473,21473 (kibae),21473 (كباع),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23848,23848 (Zoyah Al-gharbiyah),23848 (زوية الغربية),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33953,33953 (zawiat alwustaa),33953 (زوية الوسطى),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33957,33957 (alrashid),33957 (الرشيد),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,21264,21264 (Basair),21264 (البصائر ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,137,137 (Saweeb),137 (سويب),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33824,33824 (Hay AL-zihoor),33824 (حي الزهور ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,163,163 (Al Baker),163 (حي البكر),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33823,33823 (AL-Moalimeen AL-Thaniya),33823 (حي المعلمين الثانية ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,228,228 (Hay al Jury),228 (الجري),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,312,312 (Al-Ummal),312 (العمال ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,219,219 (Hay Al-Jabal),219 (الجبل ),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,33822,33822 (Hay- Amina),33822 (حي أمينة),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,23885,23885 (Hay Al-jamyah 2),23885 (الجمعية الثانية),al.anbar,,,,,,,,,,,,,,,,,,,,,
cluster,857,857 (As-safat-Al Qadima),857 (البصرة القديمة-الصفاة),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,21097,21097 (Manawi Lajim Quarter),21097 (مناوي لجم ),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,1308,1308 (Al-Baker & Al-Ahrar),1308 (البكر والاحرار),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,847,847 (Al-meshraq al-qadeem),847 (البصرة-المشراق القديم),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,891,891 (Manawi pasha),891 (مناوي باشا),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,24126,24126 (Hay Al Jamiah),24126 (البصرة-القبلة-حي الجامعة),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,907,907 (Braiha),907 (بريهة ),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,893,893 (Kut al-hejaj),893 (البصرة-كوت الحجاج),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,898,898 (Al Khaleej1),898 (البصرة-الجمعيات-حي الخليج 1),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,1295,1295 (Door Al Dubbat),1295 (دور الضباط),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,24182,24182 (Casino Lebnan),24182 (البصرة-كازينو لبنان),al.basrah,,,,,,,,,,,,,,,,,,,,,
cluster,20340,20340 (Al Hureya),20340 (الحرية),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,25890,25890 (Sader 3),25890 (الصدر الثالث),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,20298,20298 (Al Barakiya),20298 (البراكية),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,20046,20046 (Al Kreishat 2),20046 (الكريشات 2),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,24311,24311 (Alwat Al Fahal),24311 (علوة الفحل),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,20304,20304 (AL-RADHAWIYA),20304 (الرضوية 1),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,29598,29598 (Al Salam Complex),29598 (مجمع السلام),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,34007,34007 (Hay AL Karrar),34007 (حي الكرار),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,20341,20341 (Al-Qasim),20341 (القاسم),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,25431,25431 (Hay Al Ameer),25431 (حي الامير),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,29658,29658 (Al-Shaheed Al-Sadar-Shareet),29658 (حي الشهيد الصدر-الشريط),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,26015,26015 (Al-Ameriya),26015 (العامرية),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,29621,29621 (Mazara Al-Hawli),29621 (مزارع الحولي),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,20338,20338 (AL JEDAIDA),20338 (الجديدة 4),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,20287,20287 (Al-Ghadeer Village complex),20287 (مجمع قرية الغدير),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,20122,20122 (Hay missan 230),20122 (حي ميسان 230),al.najaf,,,,,,,,,,,,,,,,,,,,,
cluster,25568,25568 (Hay Al-Amin 2),25568 (حي الامين 2),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,25070,25070 (Hay Al-Hussain),25070 (حي الحسين),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,24436,24436 (Albo Hasan village),24436 (قرية البو حسن),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,24903,24903 (Hay Al Sadir 2),24903 (حي الصدر الثاني),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,2943,2943 (Al hamad village),2943 (قرية الحمد),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,22815,22815 (Hay Al Jumhori Al Sharqi),22815 (حي الجمهوري الشرقي),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,22326,22326 (Al Mojamaa Al Sakani),22326 (المجمع السكني),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,23681,23681 (Hay Al Furat-2),23681 (حي الفرات الثانية),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,23715,23715 (Hay Al-Hadarah),23715 (حي الحضارة),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,22452,22452 (Qaryat Al Ensaf),22452 (قرية الانصاف),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,25509,25509 (Al-Taamem-2),25509 (التأميم الثانية),al.qadissiya,,,,,,,,,,,,,,,,,,,,,
cluster,5808,5808 (Bazyan-shwankara),5808 (بازيان-شوانكارة),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,5930,5930 (Wluba 326),5930 (ولوبه 326),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,23926,23926 (Dargazen),23926 (دركزين),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21021,21021 (Sabun karan Qt),21021 (صابن كران),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,5122,5122 (Arbat-Kharajian),5122 (عربت-خرجيان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,5744,5744 (Bardakar),5744 (برده كر),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21033,21033 (Tavga),21033 (تافكا),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21036,21036 (Farmanbaran),21036 (فرمانبران),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,5737,5737 (Awbara),5737 (اوبارة),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,33357,33357 (Mushirawa 406 & 206),33357 (موشيراوا 406&206),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,4441,4441 (Sarchnar),4441 (سرجنار),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,33348,33348 (Chwar chra New),33348 (جوار جرا نوي),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24816,24816 (Saib City),24816 (صائب ستي),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24255,24255 (Sarwary 142),24255 (سرورى 142),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,31982,31982 (Handren 109),31982 (هندرين 109),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,31988,31988 (Khwar kurdsat 134),31988 (خوار كوردسات 134),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21719,21719 (Shahidan),21719 (شهيدان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,3461,3461 (hashazini),3461 (هةشة زيني),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,33380,33380 (Awa Spi),33380 (اوا سبي),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24894,24894 (Chamchamal-Raparin),24894 (جمجمال-رابرين),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,6159,6159 (Chamchamal-Rizgari),6159 (جمجمال-رزكاري),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21976,21976 (Ashti),21976 (آشتي),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24688,24688 (Asuda),24688 (اسودة),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21717,21717 (Qadir Kir Mikan),21717 (قادركرميكان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24250,24250 (Qarahanjiriakan),24250 (قرهنجيريكان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,4933,4933 (Piryadi),4933 (بيريادى),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,20813,20813 (SANGAWIAKAN),20813 (سنكاويكان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24813,24813 (Takya-Azadi),24813 (تكية-ازادى),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,6301,6301 (Hawara barza),6301 (هواربرزة),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24251,24251 (Kanito),24251 (كانى توو),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,29515,29515 (Shoresh),29515 (شورش),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24670,24670 (Sara),24670 (سرا),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24253,24253 (Campe khwarw),24253 (كمبى خوارو),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,29517,29517 (Khelan),29517 (خيلان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,22996,22996 (Mamostayan),22996 (ماموستايان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,23078,23078 (Rezgari),23078 (رزكاري),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,5000,5000 (Shekh Mansourian),5000 (شيخ منصوريان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,23721,23721 (Chawa spy),23721 (جوسبى),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,23923,23923 (Sarcham),23923 (سرجم),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,23924,23924 (Banwan),23924 (بانوان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,5068,5068 (Topzawa),5068 (توبزاوا),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24554,24554 (Tokma),24554 (توكمة),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24213,24213 (Sara),24213 (سرا),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,23333,23333 (Pishowa),23333 (بيشوا),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,6305,6305 (Shaheedan),6305 (شهيدان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,3593,3593 (Timar),3593 (تيمار),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,5238,5238 (Mergapan),5238 (ميركبان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,22460,22460 (Ardalan),22460 (اردلان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21862,21862 (Gulan),21862 (كولان ),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21961,21961 (Kani ishqan),21961 (كاني عيشقان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21863,21863 (Mamostaian),21863 (ماموستايان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21857,21857 (Sharwani),21857 (شارواني),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21962,21962 (Marzboto),21962 (مرزى بوتو),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21960,21960 (Farmanbaran),21960 (فرمانبران),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,25757,25757 (Darwazay Shar),25757 (دروازي شار),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,31863,31863 (Shahidan),31863 (شهيدان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,31862,31862 (Raparine),31862 (رابرين),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,25647,25647 (Grda naze village),25647 (قرية كرد نازى),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,22920,22920 (Hassar),22920 (حسار),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24096,24096 (Barkew),24096 (بركيو),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,23767,23767 (Goran),23767 (كوران),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,32001,32001 (Mamostayan),32001 (ماموستايان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,6286,6286 (Kalar Kon),6286 (كلار كون),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,23769,23769 (Sherwana),23769 (شيروانة),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,5995,5995 (Grda Gozina),5995 (كرده كوزينه),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24890,24890 (Sirwan),24890 (سيروان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,3939,3939 (Barda Sur),3939 (بردسور),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24962,24962 (Sharawani),24962 (شارواني),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,31929,31929 (Zhalla),31929 (زالا),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,31932,31932 (Azadi),31932 (آزادي),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21861,21861 (Garmyan),21861 (كرميان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,21852,21852 (Awbarik),21852 (اوباريك),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,25298,25298 (Koling city),25298 (كولين ستي),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,25293,25293 (Raparine),25293 (رابرين),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,25297,25297 (Rozhhalat),25297 (روزهلات),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,5568,5568 (kurdistan),5568 (كوردستان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,25296,25296 (Qandil),25296 (قنديل),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,29686,29686 (Saraa),29686 (سراا),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,31869,31869 (Azadi 2),31869 (ازادي 2),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,25522,25522 (Kewa Rash),25522 (كيوره ش),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24814,24814 (Mamostayan),24814 (ماموستايان),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24101,24101 (Nawroz),24101 (نوروز),al.sulaymaniyah,,,,,,,,,,,,,,,,,,,,,
cluster,24984,24984 (Hay Al-Rafedain),24984 (ناحيه الاسكندريه-حي الرافدين),babil,,,,,,,,,,,,,,,,,,,,,
cluster,24985,24985 (Hay Alaskarey),24985 (ناحيه الاسكندريه-حي العسكري),babil,,,,,,,,,,,,,,,,,,,,,
cluster,25613,25613 (Al-Iskandaria-Hay Al-Muthana),25613 (حي المثنى),babil,,,,,,,,,,,,,,,,,,,,,
cluster,24296,24296 (Al Iskandariyah Area-Mowelha),24296 (ناحية الاسكندرية-مويلحة),babil,,,,,,,,,,,,,,,,,,,,,
cluster,33105,33105 (Al Moammen Billah-(Al Jomblatiya Southern)),33105 (قرية المؤمن بالله-الجمبلاطية الجنوبية),babil,,,,,,,,,,,,,,,,,,,,,
cluster,33109,33109 (Al Motokal village-(Al Jomblatiya Northern)),33109 (قرية المتوكل-الجمبلاطية الشمالية),babil,,,,,,,,,,,,,,,,,,,,,
cluster,33110,33110 (Al Abraar village-(Al Jomblatiya Northern)),33110 (قرية الابرار-الجمبلاطية الشمالية),babil,,,,,,,,,,,,,,,,,,,,,
cluster,24707,24707 (Hay Al Ataba),24707 (حي الاطباء),babil,,,,,,,,,,,,,,,,,,,,,
cluster,7126,7126 (Al Hamiyah-Al Mutaqedin 1),7126 (الحامية-المتقاعدين 1),babil,,,,,,,,,,,,,,,,,,,,,
cluster,24165,24165 (Al Hamiyah-Oayef village),24165 (الحامية-قرية عويف),babil,,,,,,,,,,,,,,,,,,,,,
cluster,26119,26119 (Hay Al Ghadeer 3),26119 (الغدير 3),babil,,,,,,,,,,,,,,,,,,,,,
cluster,24171,24171 (Hay Al Moatnen 3),24171 (حي المواطنين 3),babil,,,,,,,,,,,,,,,,,,,,,
cluster,29582,29582 (Hay Al Moatnen 1),29582 (حي المواطنين 1),babil,,,,,,,,,,,,,,,,,,,,,
cluster,7220,7220 (Albo Hamdan),7220 (البو حمدان),babil,,,,,,,,,,,,,,,,,,,,,
cluster,26125,26125 (Hay Al Ghadeer 1),26125 (الغدير 1),babil,,,,,,,,,,,,,,,,,,,,,
cluster,27255,27255 (Hay Al Rabee-334),27255 (حي الربيع-334),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,25394,25394 (Bob Al Sham-361),25394 (بوب الشام-361),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,24176,24176 (Hay Al Rabee-332),24176 (حي الربيع-332),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,25397,25397 (Bob Al Sham-365),25397 (بوب الشام-365),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,22777,22777 (Hay Al Rabee-340),22777 (حي الربيع-340),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,22538,22538 (Tunis-330),22538 (تونس-330),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,23728,23728 (Adhamiya-310),23728 (الاعظمية-310),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,7730,7730 (Adhamia-312),7730 (الاعظمية-312),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,23999,23999 (Al Qahira-307),23999 (القاهرة-307),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,24003,24003 (Al Shamasiyah-320),24003 (الشماسية-320),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,7717,7717 (Adhamia-308),7717 (الاعظمية-308),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,23646,23646 (Adhamia-314),23646 (الأعظمية-314),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,24002,24002 (Al Shamasiyah-316),24002 (الشماسية-316),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,24004,24004 (Al Maghreb-302),24004 (المغرب-302),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,33302,33302 (Al Sheiti village),33302 (قرية الشيتي),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,31710,31710 (Al Zaidan-Al Sadan village),31710 (الزيدان-قرية السعدان),baghdad,,,,,,,,,,,,,,,,,,,,,
cluster,32036,32036 (Al Masara village),32036 (قرية المسارة ),baghdad,,,,,,,,,,,,,,,,,,,,,
