"Governorate","district","psu","Location.Name","popgroup","pop","stratum"
"Ninewa","tilkaef",17788,"Der Umtutha","returnee",500,"tilkaefreturnee"
"Salah Al-Din","al.daur",26077,"Hay Tal Al Banat","returnee",1219,"al.daurreturnee"
"Salah Al-Din","al.daur",20587,"Hay Abu Dalaf","returnee",1485,"al.daurreturnee"
"Salah Al-Din","al.daur",26078,"Hay Al Askri","returnee",831,"al.daurreturnee"
"Al-Anbar","heet",152,"Al Muhamdee","returnee",654,"heetreturnee"
"Salah Al-Din","al.daur",26116,"Al Mujammaa Al Sakani","returnee",2826,"al.daurreturnee"
"Salah Al-Din","al.daur",20746,"Al-Khadhra area","returnee",637,"al.daurreturnee"
"Salah Al-Din","al.daur",20713,"Hay Al Qadisiah","returnee",748,"al.daurreturnee"
"Salah Al-Din","al.daur",26080,"Hay Al Sharqiyah","returnee",586,"al.daurreturnee"
"Salah Al-Din","al.daur",26079,"Hay Al Aboor","returnee",910,"al.daurreturnee"
"Salah Al-Din","al.daur",26082,"Hay Al Mahad","returnee",350,"al.daurreturnee"
"Salah Al-Din","al.daur",26081,"Al Asriyah village","returnee",253,"al.daurreturnee"
"Salah Al-Din","balad",28420,"Albo Fadaus Village","returnee",526,"baladreturnee"
"Salah Al-Din","balad",25947,"Bezna Village","returnee",543,"baladreturnee"
"Salah Al-Din","balad",33790,"Al-Shehabbi Village","returnee",399,"baladreturnee"
"Salah Al-Din","beygee",33124,"Al-Salman village","returnee",1045,"beygeereturnee"
"Salah Al-Din","al.shirqat",20613,"Sudayrah Tak Tak Village","returnee",1049,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",33126,"Al-Sheekh Hamad Village","returnee",907,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",21955,"Hay Al-Khasim Al-Qadem village","returnee",760,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",20588,"Sudayrah Sufla Village","returnee",861,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",21347,"Al-Musehly Village","returnee",164,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",21004,"Hay Al Askari","returnee",894,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",33122,"Sudayrah Aulya Village","returnee",1746,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",21002,"Al Khanuga village","returnee",200,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",33402,"Shattye Al-Jider village","returnee",422,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",21349,"Al-Swedan Village","returnee",445,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",29655,"Hay Tal Baajah","returnee",459,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",29652,"Hay Al-noor","returnee",395,"al.shirqatreturnee"
"Al-Anbar","heet",33957,"alrashid","returnee",193,"heetreturnee"
"Salah Al-Din","al.shirqat",33123,"Sudayrah Westa Village","returnee",1126,"al.shirqatreturnee"
"Salah Al-Din","al.shirqat",29654,"Hay Al-Baladyat","returnee",342,"al.shirqatreturnee"
"Al-Anbar","heet",100,"Abu Tibban","returnee",1168,"heetreturnee"
"Salah Al-Din","beygee",33369,"Hay Altameem","returnee",638,"beygeereturnee"
"Salah Al-Din","beygee",23388,"Al Hamra village","returnee",315,"beygeereturnee"
"Salah Al-Din","beygee",22581,"Hay Tal Al Zatar-mahalla 219","returnee",459,"beygeereturnee"
"Salah Al-Din","beygee",24304,"Al Mushhaq Village","returnee",882,"beygeereturnee"
"Salah Al-Din","beygee",20607,"Hay Alrisalah","returnee",396,"beygeereturnee"
"Salah Al-Din","beygee",33434,"Sheik Ali village","returnee",412,"beygeereturnee"
"Al-Anbar","al.kaim",23647,"Al Aubaidi Al Qadima","returnee",603,"al.kaimreturnee"
"Salah Al-Din","beygee",23435,"Al-Zweeyah Village","returnee",2182,"beygeereturnee"
"Salah Al-Din","beygee",20689,"Markaz Makhoul","returnee",152,"beygeereturnee"
"Salah Al-Din","beygee",20720,"AL-Siniya","returnee",1959,"beygeereturnee"
"Al-Anbar","heet",137,"Saweeb","returnee",275,"heetreturnee"
"Salah Al-Din","beygee",22813,"Qaryat Al Sareen","returnee",650,"beygeereturnee"
"Salah Al-Din","beygee",20866,"Tal abu Jarad area-Mahalla 104","returnee",298,"beygeereturnee"
"Salah Al-Din","samarra",24305,"Al Namel Village","returnee",260,"samarrareturnee"
"Salah Al-Din","samarra",33715,"AL-Zahwer","returnee",110,"samarrareturnee"
"Salah Al-Din","balad",25742,"Al-Duloeyah-Hay Al Jubor","returnee",380,"baladreturnee"
"Al-Anbar","heet",33954,"jabil","returnee",546,"heetreturnee"
"Salah Al-Din","balad",20773,"Beshakan village","returnee",510,"baladreturnee"
"Salah Al-Din","balad",33437,"Aziz Balad","returnee",647,"baladreturnee"
"Salah Al-Din","balad",23056,"Jwezerat","returnee",551,"baladreturnee"
"Salah Al-Din","balad",20770,"Al-Duloeyah-Hay khazraj","returnee",413,"baladreturnee"
"Salah Al-Din","balad",29565,"Yathrib sub distrct","returnee",5832,"baladreturnee"
"Salah Al-Din","balad",20767,"Albu Jewari","returnee",513,"baladreturnee"
"Salah Al-Din","samarra",20673,"Al-Jillam area","returnee",983,"samarrareturnee"
"Salah Al-Din","samarra",29539,"Mahalla Makeshfa","returnee",2935,"samarrareturnee"
"Salah Al-Din","samarra",20674,"Al-Hewaish area","returnee",832,"samarrareturnee"
"Salah Al-Din","samarra",20695,"Al-Abasiya Village","returnee",488,"samarrareturnee"
"Salah Al-Din","samarra",33608,"Banat Al-hassan village","returnee",380,"samarrareturnee"
"Salah Al-Din","samarra",25926,"Hawi Albsat","returnee",507,"samarrareturnee"
"Salah Al-Din","samarra",20752,"Al_Jazera","returnee",2348,"samarrareturnee"
"Al-Anbar","heet",21473,"kibae","returnee",186,"heetreturnee"
"Salah Al-Din","tikrit",25960,"Hay Aljamiyaa","returnee",1155,"tikritreturnee"
"Salah Al-Din","tikrit",20638,"Hay Al Dhubbat","returnee",800,"tikritreturnee"
"Salah Al-Din","tikrit",20666,"Uwainat","returnee",615,"tikritreturnee"
"Al-Anbar","heet",33824,"Hay AL-zihoor","returnee",523,"heetreturnee"
"Salah Al-Din","tikrit",25922,"Qadisya 1 Mahala 214","returnee",2152,"tikritreturnee"
"Al-Anbar","heet",23848,"Zoyah Al-gharbiyah","returnee",400,"heetreturnee"
"Salah Al-Din","tikrit",21592,"Hay Al sinay-Al samad","returnee",765,"tikritreturnee"
"Salah Al-Din","tikrit",25950,"Tal-Al Sibaat Village","returnee",530,"tikritreturnee"
"Al-Anbar","heet",163,"Al Baker","returnee",1033,"heetreturnee"
"Salah Al-Din","tikrit",25949,"Al Bzikhah Village","returnee",400,"tikritreturnee"
"Salah Al-Din","tikrit",22331,"Al Baladiyat-402","returnee",507,"tikritreturnee"
"Salah Al-Din","tikrit",22965,"Hay Alqalaa","returnee",130,"tikritreturnee"
"Salah Al-Din","tikrit",27367,"Hay Alziraa","returnee",370,"tikritreturnee"
"Salah Al-Din","tikrit",21357,"Al Zallayah village","returnee",1268,"tikritreturnee"
"Salah Al-Din","tikrit",23702,"Qadisya 2 500 Area","returnee",1271,"tikritreturnee"
"Salah Al-Din","tikrit",25961,"Hay Alarbaen","returnee",416,"tikritreturnee"
"Al-Anbar","heet",33823,"AL-Moalimeen AL-Thaniya","returnee",275,"heetreturnee"
"Salah Al-Din","tikrit",23145,"Al Ahad Al Jadid village","returnee",750,"tikritreturnee"
"Salah Al-Din","tooz.khurmato",20484,"Chardaghli village","returnee",328,"tooz.khurmatoreturnee"
"Salah Al-Din","tooz.khurmato",25754,"Markaz Tooz-Hay Al Askari","returnee",43,"tooz.khurmatoreturnee"
"Al-Anbar","al.kaim",23788,"Hay Al Rashid","returnee",385,"al.kaimreturnee"
"Al-Anbar","al.kaim",271,"Door Al-Sikak","returnee",161,"al.kaimreturnee"
"Salah Al-Din","tooz.khurmato",25866,"Hay Komari-120","returnee",2488,"tooz.khurmatoreturnee"
"Salah Al-Din","tooz.khurmato",25868,"Hay Rizgari-114","returnee",1231,"tooz.khurmatoreturnee"
"Salah Al-Din","tooz.khurmato",21103,"Yangija Village","returnee",169,"tooz.khurmatoreturnee"
"Salah Al-Din","tooz.khurmato",25750,"Markaz Tooz-Hay Brayati","returnee",211,"tooz.khurmatoreturnee"
"Salah Al-Din","tooz.khurmato",27234,"Hay Al-Askary","returnee",85,"tooz.khurmatoreturnee"
"Salah Al-Din","tooz.khurmato",20529,"Sulayman Beg sub district center","returnee",1485,"tooz.khurmatoreturnee"
"Al-Anbar","heet",228,"Hay al Jury","returnee",1649,"heetreturnee"
"Al-Anbar","heet",41,"Jubbah","returnee",296,"heetreturnee"
"Al-Anbar","heet",33953,"zawiat alwustaa","returnee",703,"heetreturnee"
"Al-Anbar","al.kaim",23793,"Hay Al Askary","returnee",245,"al.kaimreturnee"
"Al-Anbar","al.kaim",23791,"Al Nahda Al-Sharqiyah","returnee",459,"al.kaimreturnee"
"Al-Anbar","ana",262,"Hay Al Shoba","returnee",254,"anareturnee"
"Al-Anbar","ana",264,"Al Qaala","returnee",288,"anareturnee"
"Al-Anbar","ana",23861,"Al-Hidayah","returnee",237,"anareturnee"
"Al-Anbar","ana",23859,"Hay Raua Al-Jadida","returnee",420,"anareturnee"
"Al-Anbar","ana",200,"Al Askaree","returnee",217,"anareturnee"
"Al-Anbar","al.ramadi",29579,"Al Dhubat 2","returnee",2294,"al.ramadireturnee"
"Al-Anbar","al.ramadi",133,"Al Aadil","returnee",1341,"al.ramadireturnee"
"Al-Anbar","al.ramadi",29561,"Hay 8 Shbbat","returnee",1316,"al.ramadireturnee"
"Al-Anbar","al.ramadi",20939,"Al-Hamidhiyah","returnee",1184,"al.ramadireturnee"
"Al-Anbar","al.ramadi",297,"Al-Thilah","returnee",1994,"al.ramadireturnee"
"Al-Anbar","al.ramadi",25650,"Al Askari","returnee",1702,"al.ramadireturnee"
"Al-Anbar","al.ramadi",29534,"Al Shuhadaa Qtr","returnee",1601,"al.ramadireturnee"
"Al-Anbar","al.ramadi",204,"Hay 30 Tamooz","returnee",1802,"al.ramadireturnee"
"Al-Anbar","al.ramadi",23891,"Al-Ankor","returnee",945,"al.ramadireturnee"
"Al-Anbar","al.ramadi",33832,"AL-mlahma","returnee",1358,"al.ramadireturnee"
"Al-Anbar","al.ramadi",113,"Husaibah Al-Sharqiah","returnee",1881,"al.ramadireturnee"
"Al-Anbar","al.kaim",156,"Wazeeriya","returnee",513,"al.kaimreturnee"
"Al-Anbar","al.ramadi",21086,"Albu-Ali Aljasim","returnee",1775,"al.ramadireturnee"
"Al-Anbar","al.ramadi",23023,"Hay Al Malab","returnee",2007,"al.ramadireturnee"
"Al-Anbar","al.ramadi",34016,"Hay Al-Aramel","returnee",1200,"al.ramadireturnee"
"Al-Anbar","al.ramadi",29475,"Zankura","returnee",5509,"al.ramadireturnee"
"Al-Anbar","al.ramadi",25441,"Al Soora","returnee",1634,"al.ramadireturnee"
"Baghdad","al.kadhmiyah",33302,"Al Sheiti village","returnee",61,"al.kadhmiyahreturnee"
"Baghdad","al.mahmoudiya",32034,"Al Kamazan village","returnee",101,"al.mahmoudiyareturnee"
"Baghdad","al.mahmoudiya",29532,"Al Shanadka village","returnee",118,"al.mahmoudiyareturnee"
"Baghdad","al.kadhmiyah",31710,"Al Zaidan-Al Sadan village","returnee",260,"al.kadhmiyahreturnee"
"Baghdad","al.kadhmiyah",32036,"Al Masara village","returnee",135,"al.kadhmiyahreturnee"
"Baghdad","al.kadhmiyah",22541,"Sabea Al Buor-12000","returnee",180,"al.kadhmiyahreturnee"
"Baghdad","al.kadhmiyah",25168,"Sabea Al Buor-14000","returnee",311,"al.kadhmiyahreturnee"
"Al-Anbar","ana",21477,"Al Zalla","returnee",228,"anareturnee"
"Baghdad","al.kadhmiyah",25163,"Sabea Al Buor-7000","returnee",175,"al.kadhmiyahreturnee"
"Baghdad","al.kadhmiyah",22611,"Sabea Al Buor-13000","returnee",76,"al.kadhmiyahreturnee"
"Baghdad","al.kadhmiyah",25164,"Sabea Al Buor-8000","returnee",238,"al.kadhmiyahreturnee"
"Baghdad","al.mahmoudiya",32101,"Al Rasool village-(Al Jomblatiya Southern)","returnee",190,"al.mahmoudiyareturnee"
"Baghdad","al.mahmoudiya",29525,"Al Bu Hasson(Al kragolyia)","returnee",49,"al.mahmoudiyareturnee"
"Al-Anbar","al.kaim",33175,"Tiwaan","returnee",159,"al.kaimreturnee"
"Babil","al.mussyab",33105,"Al Moammen Billah-(Al Jomblatiya Southern)","returnee",295,"al.mussyabreturnee"
"Baghdad","al.mahmoudiya",29523,"Hay Al Shuhada(Al kragolyia)","returnee",1050,"al.mahmoudiyareturnee"
"Baghdad","al.mahmoudiya",7682,"Albo Awasj village","returnee",615,"al.mahmoudiyareturnee"
"Babil","al.mussyab",33109,"Al Motokal village-(Al Jomblatiya Northern)","returnee",175,"al.mussyabreturnee"
"Baghdad","al.mahmoudiya",33183,"Al Rasheediya Village","returnee",300,"al.mahmoudiyareturnee"
"Baghdad","al.mahmoudiya",33107,"Al Imam Ali village-(Al Jomblatiya Southern)","returnee",200,"al.mahmoudiyareturnee"
"Baghdad","al.mahmoudiya",33225,"Albu Moufarrej Village","returnee",350,"al.mahmoudiyareturnee"
"Baghdad","al.mahmoudiya",7685,"shaka-4","returnee",106,"al.mahmoudiyareturnee"
"Baghdad","al.mahmoudiya",29528,"Hay Al Dobat(Al kragolyia)","returnee",210,"al.mahmoudiyareturnee"
"Baghdad","al.mahmoudiya",22382,"Al Muaghith village-(Al Jomblatiya Southern)","returnee",210,"al.mahmoudiyareturnee"
"Babil","al.mussyab",33110,"Al Abraar village-(Al Jomblatiya Northern)","returnee",300,"al.mussyabreturnee"
"Baghdad","al.mahmoudiya",7350,"Al Mustafa village-(Al Jomblatiya Southern)","returnee",400,"al.mahmoudiyareturnee"
"Baghdad","al.mahmoudiya",33104,"Al Azez Al Ghaffar-(Al Jomblatiya Southern)","returnee",120,"al.mahmoudiyareturnee"
"Baghdad","al.kadhmiyah",33458,"14 Abar village 5","returnee",94,"al.kadhmiyahreturnee"
"Baghdad","al.kadhmiyah",33469,"14 Abar villge 7","returnee",78,"al.kadhmiyahreturnee"
"Baghdad","al.kadhmiyah",33478,"13 Al Dhabat-Al Harat village","returnee",86,"al.kadhmiyahreturnee"
"Baghdad","al.kadhmiyah",33764,"Asmail Mohammed village","returnee",33,"al.kadhmiyahreturnee"
"Baghdad","al.kadhmiyah",33511,"13 Al Dhabat-Albo Abdo village","returnee",91,"al.kadhmiyahreturnee"
"Duhok","zakho",23620,"Fishkhaboor","returnee",128,"zakhoreturnee"
"Diyala","al.khalis",26074,"Arab Hafeedh Village","returnee",135,"al.khalisreturnee"
"Diyala","al.khalis",25676,"Al Mansouriyah-Hamada Village","returnee",150,"al.khalisreturnee"
"Al-Anbar","al.rutba",231,"Al Wadi","returnee",344,"al.rutbareturnee"
"Diyala","al.khalis",25669,"Somair village","returnee",200,"al.khalisreturnee"
"Al-Anbar","al.rutba",233,"Hay Al-Matar","returnee",697,"al.rutbareturnee"
"Diyala","al.khalis",11270,"Um al Hawali village","returnee",126,"al.khalisreturnee"
"Al-Anbar","al.rutba",165,"Al Askaree","returnee",256,"al.rutbareturnee"
"Diyala","al.khalis",26058,"Dalli Abass-Al-Shuhada Qtr","returnee",271,"al.khalisreturnee"
"Al-Anbar","al.rutba",23935,"Al-Daraemah Village","returnee",420,"al.rutbareturnee"
"Al-Anbar","al.rutba",150,"Al Haara","returnee",555,"al.rutbareturnee"
"Diyala","al.khalis",26075,"Al Dwaleeb Village","returnee",200,"al.khalisreturnee"
"Diyala","al.khalis",25682,"Mohammed Ali Village","returnee",250,"al.khalisreturnee"
"Diyala","al.khalis",28463,"Al Taleaa Al Olaa Village(Albo Rai)","returnee",90,"al.khalisreturnee"
"Diyala","al.khalis",25655,"Dalli Abass-Al Moalmeen Qtr","returnee",305,"al.khalisreturnee"
"Diyala","al.khalis",25678,"Dawod Al-Salom village","returnee",164,"al.khalisreturnee"
"Al-Anbar","al.rutba",167,"Antesar","returnee",986,"al.rutbareturnee"
"Diyala","al.khalis",25672,"Habib Al Khaizaran Village","returnee",240,"al.khalisreturnee"
"Diyala","al.khalis",25677,"Hamza Al Najim Village","returnee",127,"al.khalisreturnee"
"Diyala","al.khalis",25653,"Dalli Abass-Al Shekh Hassan Qtr","returnee",262,"al.khalisreturnee"
"Al-Anbar","al.rutba",23888,"Gharb Al-Wadi","returnee",751,"al.rutbareturnee"
"Al-Anbar","al.rutba",166,"Hay Al Meethagh","returnee",479,"al.rutbareturnee"
"Diyala","al.khalis",25673,"Habib Al Abdulla Village","returnee",549,"al.khalisreturnee"
"Diyala","al.muqdadiya",26115,"Shak Al Rak Village","returnee",888,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",10948,"Abo Garma village","returnee",52,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",11179,"Baloor Village","returnee",350,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",25805,"Al Somood Qtr","returnee",160,"al.muqdadiyareturnee"
"Al-Anbar","ana",109,"Yarmouk","returnee",293,"anareturnee"
"Diyala","al.muqdadiya",25804,"Al Mataar Qtr","returnee",380,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",25948,"Nofal village","returnee",498,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",11355,"AlTaiha Qtr","returnee",312,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",11440,"Al Qalaa Village","returnee",475,"al.muqdadiyareturnee"
"Al-Anbar","ana",253,"Hay Al Salam","returnee",191,"anareturnee"
"Diyala","al.muqdadiya",25668,"Al Wazan Village","returnee",82,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",26027,"Al Shamamla Village","returnee",63,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",25657,"Abu musa village","returnee",205,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",26030,"A Hammadi Village","returnee",169,"al.muqdadiyareturnee"
"Diyala","al.muqdadiya",11442,"Al Isaiwed Village","returnee",390,"al.muqdadiyareturnee"
"Diyala","al.khalis",11312,"Al Sodoor","returnee",122,"al.khalisreturnee"
"Diyala","al.muqdadiya",25674,"Haj fadhil village","returnee",29,"al.muqdadiyareturnee"
"Diyala","khanaqin",31762,"Al Shuhada Qtr Sector 6","returnee",475,"khanaqinreturnee"
"Al-Anbar","ana",23799,"Hay Al ZeraI","returnee",166,"anareturnee"
"Diyala","khanaqin",31753,"Al Jamahir Qtr Sector 2","returnee",350,"khanaqinreturnee"
"Diyala","khanaqin",31749,"Al Oroba Qtr Sector 3","returnee",200,"khanaqinreturnee"
"Al-Anbar","ana",248,"Al bor (Shishan)","returnee",184,"anareturnee"
"Diyala","khanaqin",31768,"Al Nakheel Village","returnee",31,"khanaqinreturnee"
"Diyala","khanaqin",33585,"Al Taleaa 2 Qtr ( Al Kelya )","returnee",295,"khanaqinreturnee"
"Al-Anbar","ana",249,"Hay Al Tammem","returnee",246,"anareturnee"
"Diyala","khanaqin",32021,"Al Asakraa village","returnee",325,"khanaqinreturnee"
"Diyala","khanaqin",31761,"Al Shuhada Qtr Sector 5","returnee",425,"khanaqinreturnee"
"Diyala","khanaqin",31765,"Al Wehdaa Qtr Sector 4","returnee",325,"khanaqinreturnee"
"Diyala","khanaqin",29570,"Al Shuhada Qtr Sector 1","returnee",300,"khanaqinreturnee"
"Diyala","khanaqin",31754,"Al Jamahir Qtr Sector 3","returnee",355,"khanaqinreturnee"
"Diyala","khanaqin",29630,"Murjana village","returnee",340,"khanaqinreturnee"
"Al-Anbar","ana",251,"Hay Al Qadissiyah","returnee",207,"anareturnee"
"Diyala","khanaqin",31752,"Al Taleaa Qtr ( sector 5 )","returnee",410,"khanaqinreturnee"
"Al-Anbar","ana",252,"Al Tadamon","returnee",243,"anareturnee"
"Diyala","khanaqin",29564,"Al Taleaa Qtr ( sector 2 )","returnee",378,"khanaqinreturnee"
"Diyala","khanaqin",31764,"Al Wehdaa Qtr Sector 3","returnee",275,"khanaqinreturnee"
"Erbil","makhmour",13500,"Bndiyan","returnee",160,"makhmourreturnee"
"Erbil","makhmour",13352,"Gwer","returnee",2226,"makhmourreturnee"
"Erbil","makhmour",13675,"Sherwany","returnee",650,"makhmourreturnee"
"Erbil","makhmour",12461,"Jarallah","returnee",117,"makhmourreturnee"
"Erbil","makhmour",13674,"Shahidan","returnee",480,"makhmourreturnee"
"Erbil","makhmour",22976,"Qalat","returnee",270,"makhmourreturnee"
"Al-Anbar","al.falluja",169,"Al Shurta","returnee",2936,"al.fallujareturnee"
"Erbil","makhmour",13516,"Qabr Alsyd","returnee",65,"makhmourreturnee"
"Erbil","makhmour",33846,"Darmenawa","returnee",41,"makhmourreturnee"
"Erbil","makhmour",12512,"Gardahara","returnee",65,"makhmourreturnee"
"Erbil","makhmour",13501,"Kurdistan","returnee",300,"makhmourreturnee"
"Kirkuk","al.hawiga",15006,"Al-Abasiyah Village","returnee",81,"al.hawigareturnee"
"Kirkuk","al.hawiga",15594,"Al Askary","returnee",840,"al.hawigareturnee"
"Al-Anbar","al.falluja",21321,"Al Daffar","returnee",1000,"al.fallujareturnee"
"Kirkuk","al.hawiga",33287,"Tall AL-Dhahab ( As-Sufla ) village","returnee",218,"al.hawigareturnee"
"Kirkuk","al.hawiga",15275,"Al-Abassy center","returnee",1513,"al.hawigareturnee"
"Kirkuk","al.hawiga",15250,"Al-Namalah village","returnee",319,"al.hawigareturnee"
"Al-Anbar","al.falluja",33780,"Al-Bijara","returnee",110,"al.fallujareturnee"
"Kirkuk","al.hawiga",15191,"Al-zab","returnee",1519,"al.hawigareturnee"
"Kirkuk","al.hawiga",33576,"Al-Farouk Village","returnee",90,"al.hawigareturnee"
"Kirkuk","al.hawiga",15242,"Al-Jubooria Village","returnee",237,"al.hawigareturnee"
"Kirkuk","al.hawiga",24362,"Shamitt Village","returnee",1560,"al.hawigareturnee"
"Salah Al-Din","beygee",14555,"Shajara village","returnee",661,"beygeereturnee"
"Kirkuk","al.hawiga",33291,"Al-Salhaiyah village","returnee",96,"al.hawigareturnee"
"Kirkuk","al.hawiga",15264,"Bakara Village","returnee",300,"al.hawigareturnee"
"Al-Anbar","al.kaim",287,"Hay Al-Makarim","returnee",295,"al.kaimreturnee"
"Kirkuk","al.hawiga",15416,"Hilwa middle","returnee",684,"al.hawigareturnee"
"Kirkuk","al.hawiga",15368,"Al-Mansuriyah ( Al-Abazz) village","returnee",108,"al.hawigareturnee"
"Al-Anbar","al.falluja",176,"Al-andalus","returnee",2769,"al.fallujareturnee"
"Salah Al-Din","beygee",15271,"Sobieh village","returnee",430,"beygeereturnee"
"Kirkuk","al.hawiga",15614,"8 Shabahit","returnee",164,"al.hawigareturnee"
"Al-Anbar","al.falluja",148,"Al-waheda","returnee",2227,"al.fallujareturnee"
"Kirkuk","dibis",15674,"Hay Al-Shuhadaa","returnee",15,"dibisreturnee"
"Kirkuk","dibis",14375,"Altun Kupri Center","returnee",866,"dibisreturnee"
"Kirkuk","dibis",33384,"Hay Diyarbakir","returnee",25,"dibisreturnee"
"Kirkuk","dibis",15463,"Qutan village","returnee",80,"dibisreturnee"
"Kirkuk","dibis",33383,"Hay Kurdistan","returnee",40,"dibisreturnee"
"Kirkuk","dibis",14407,"Qashqaiyah village","returnee",135,"dibisreturnee"
"Kirkuk","daquq",29631,"Arab Koy village","returnee",75,"daquqreturnee"
"Kirkuk","daquq",15139,"Khaled bin Waleed village","returnee",95,"daquqreturnee"
"Kirkuk","daquq",14864,"Albu Mahammad","returnee",25,"daquqreturnee"
"Kirkuk","daquq",14788,"Wahda village","returnee",90,"daquqreturnee"
"Al-Anbar","al.falluja",125,"Hay Al Dhubbat","returnee",3662,"al.fallujareturnee"
"Kirkuk","daquq",21814,"Saad Bin Waqqas village","returnee",210,"daquqreturnee"
"Kirkuk","daquq",31725,"Hay Gulan","returnee",90,"daquqreturnee"
"Kirkuk","daquq",33477,"Hay Runaki / Daquq","returnee",80,"daquqreturnee"
"Kirkuk","daquq",14786,"Fareeq Awa","returnee",120,"daquqreturnee"
"Kirkuk","kirkuk",14763,"Rahim Awa","returnee",5500,"kirkukreturnee"
"Kirkuk","daquq",33112,"Al-Rashad center","returnee",40,"daquqreturnee"
"Kirkuk","kirkuk",28410,"Sekanyan","returnee",50,"kirkukreturnee"
"Kirkuk","kirkuk",31726,"Al-Qadisssiya(Rabareen) first","returnee",1000,"kirkukreturnee"
"Kirkuk","kirkuk",15442,"Shorawo","returnee",1500,"kirkukreturnee"
"Kirkuk","daquq",14567,"Al-Dookmat Al-Kabira village","returnee",74,"daquqreturnee"
"Al-Anbar","al.falluja",299,"Al-Julan","returnee",2838,"al.fallujareturnee"
"Kirkuk","kirkuk",21702,"Hay Azadi","returnee",4000,"kirkukreturnee"
"Kirkuk","kirkuk",31727,"Al-Qadisssiya(Rabareen) seconad","returnee",1100,"kirkukreturnee"
"Kirkuk","kirkuk",14530,"Panja Ali","returnee",4450,"kirkukreturnee"
"Kirkuk","kirkuk",14984,"Al Taakhi","returnee",150,"kirkukreturnee"
"Kirkuk","kirkuk",22289,"Al Faylaq-Mahala 5","returnee",1125,"kirkukreturnee"
"Al-Anbar","al.falluja",33467,"Hay Al Mansour Tawzi Al Jadeed","returnee",570,"al.fallujareturnee"
"Kirkuk","kirkuk",24084,"Al Tadamon(Hawkari)","returnee",250,"kirkukreturnee"
"Kirkuk","kirkuk",25556,"Darwaza","returnee",3000,"kirkukreturnee"
"Kirkuk","kirkuk",25708,"Al Hendia","returnee",85,"kirkukreturnee"
"Al-Anbar","al.falluja",324,"Albu Aifan","returnee",871,"al.fallujareturnee"
"Ninewa","al.baaj",34010,"Al-Dubaat","returnee",187,"al.baajreturnee"
"Ninewa","al.baaj",34014,"Hateen","returnee",346,"al.baajreturnee"
"Ninewa","al.baaj",33431,"Al-Rashediyah","returnee",42,"al.baajreturnee"
"Ninewa","al.baaj",33854,"Maisaloun","returnee",275,"al.baajreturnee"
"Ninewa","al.baaj",34082,"Al-ayaine","returnee",20,"al.baajreturnee"
"Ninewa","al.baaj",33856,"Sheekht Al-Majfal Village","returnee",25,"al.baajreturnee"
"Ninewa","al.baaj",34027,"mushirfa Al kuffa","returnee",58,"al.baajreturnee"
"Ninewa","al.baaj",34008,"Al-Risalah","returnee",357,"al.baajreturnee"
"Ninewa","al.baaj",34009,"Al Intisar","returnee",400,"al.baajreturnee"
"Ninewa","al.baaj",33915,"Thry algarah","returnee",55,"al.baajreturnee"
"Al-Anbar","al.falluja",22134,"Albu Khalifa","returnee",2121,"al.fallujareturnee"
